X;Y;MEAN_X;MEAN_Y;GKZ
14.0253695818475;48.318262765088;451370.981756758003030;491238.571473969263025;"40509"
16.3456251840119;47.6391077012143;626281.415025801514275;419896.277767335297540;"32326"
13.9170287694349;48.3135815160317;443341.883229716564529;490652.509833029762376;"40508"
16.2284745947475;47.6539763072026;617425.959516204311512;421213.601315804757178;"32325"
15.7290996835418;47.8855433801846;579152.965060457237996;445664.910213642404415;"32324"
15.9570856164765;47.8704579832607;596246.473371826228686;444538.937059020041488;"32331"
13.9365715922834;48.3427210445805;444766.000340911385138;493902.907274847442750;"40512"
16.247630867652;47.8621388195916;617996.814489684067667;444388.297481410554610;"32330"
16.2978306549765;47.6067946356823;622830.620369495940395;416169.491551850107498;"32335"
16.1485099628729;47.8078884531845;610805.751917377230711;438089.188523970369715;"32334"
16.2509768794083;47.7070834171063;618893.286137377610430;427175.313705146487337;"32333"
16.0413310847519;47.8668960766371;602557.157427201280370;444359.157060080673546;"32332"
16.3542550645799;47.8455029040245;626038.360956538817845;442844.807817614462692;"32338"
16.1833967327556;47.8646459456118;613185.156541526783258;444488.778338719101157;"32337"
16.1097682831964;47.8249127897201;607839.189324414008297;439876.012163955310825;"32336"
15.4152917164313;46.6775548275857;559292.292945290566422;310779.237734721798915;"61002"
15.5701462434066;46.9129114520891;570381.360967664280906;337254.344061732350383;"61001"
15.5805421607754;46.9936656549061;570913.564109716331586;346248.288503601273987;"61007"
15.5989642594177;46.7872004918237;572981.988061950192787;323352.467899654526263;"61008"
15.4388214752056;46.7354003739529;560917.595401133294217;317254.207550208724570;"61013"
15.5690001300351;46.818210894104;570596.516465873806737;326731.328180359734688;"61012"
15.4552034794339;46.7809430132551;562030.896384377148934;322347.874600498354994;"61019"
15.4462223440954;46.8723147207429;561069.730847564409487;332480.372021922259592;"61017"
15.4885062206944;46.7603461708322;564635.902207104372792;320129.526147441996727;"61016"
15.5333000867668;46.8504734718416;567772.557521518901922;330237.869839248829521;"61021"
15.5003821802433;46.8429560009877;565286.903637628420256;329332.283319287584163;"61020"
15.5909931795939;46.8472296624146;572180.170595831586979;330003.515582546358928;"61027"
15.3530584375466;46.6827987967477;554518.292214932036586;311236.388738750014454;"61024"
15.3998863517709;46.7922845071309;557775.654237015172839;323494.245792046247516;"61030"
14.287386079454;46.6437564537772;473076.417593804595526;305340.817191917914897;"20101"
15.4466699586304;46.8238940249004;561249.986012465204112;327101.891335408901796;"61033"
15.3897798087769;46.714572711782;557232.728436539182439;314840.039891563181300;"61032"
15.504051704465;46.8099834905918;565668.855499876779504;325676.999755139928311;"61043"
15.5573809774336;46.7702456077328;569862.782504385802895;321377.314318531076424;"61045"
15.3755417123283;46.7601531885106;556011.773532863939181;319875.389612347120419;"61051"
15.5345857717674;46.7054768308328;568326.431042436277494;314132.374906324141193;"61050"
15.5817839549982;46.7090382423695;571922.052605931879953;314631.201508921105415;"61049"
15.5839868785433;46.8809017935145;571537.902913063182496;333728.733290352567565;"61055"
15.4814687497954;46.661605074184;564401.563866457552649;309144.864619705127552;"61054"
15.5309344708224;46.7718831291804;567838.941452771425247;321501.853069765667897;"61053"
15.5605441950596;46.9475498439069;569540.195379010750912;341081.436866145755630;"61052"
15.497831966783;46.8894469439981;564948.775842874194495;334491.791774898010772;"61059"
15.6486488231411;46.8591886510196;576535.091500764014199;331461.220951570721809;"61057"
15.6493496824207;46.7159335902951;577062.409148588893004;315548.712483306881040;"61061"
15.66888793739;46.7683297302237;578380.446858900832012;321413.972139624995179;"61060"
14.6085133747715;48.4268289029743;494408.764431537420023;503852.404398722923361;"40603"
14.5343931230699;48.5488282050035;488715.936357396829408;517327.394049094873480;"40602"
14.4910489726167;48.5038496056427;485591.045090276515111;512278.719937770219985;"40601"
14.5208070439556;48.4472181045151;487885.388199988752604;506016.340260532218963;"40607"
14.766830003848;48.4654373153544;506042.235355281387456;508347.793811919516884;"40606"
14.4167298878347;48.4877247971294;480125.664811402093619;510407.157318796031177;"40605"
14.5191592167623;48.3813483856674;487875.015445022552740;498692.237130953813903;"40604"
14.8225129386311;48.5201977084211;510042.108144593134057;514512.189252462354489;"40611"
14.4931651531898;48.6177308203516;485558.841334413038567;524941.319443576852791;"40610"
14.5524811213288;48.4761605677498;490177.465807167871390;509269.901601077814121;"40609"
14.8419090716514;48.4023178692628;511728.380460615037009;501436.604127676051576;"40608"
14.452111582643;48.5636444429325;482619.081008356239181;518884.088731944852043;"40615"
14.5512550375732;48.3631964995649;490283.234439706953708;496711.157113121706061;"40614"
14.7538853682523;48.3675770366479;505283.803295592661016;497452.391865917597897;"40613"
14.4693732577612;48.4306147939556;484108.507937567250337;504113.895480118691921;"40612"
14.7157000556547;48.4006702751532;502390.272189418843482;501080.002935978758615;"40619"
14.6078079119856;48.5006956660357;494222.173495105293114;512062.807072832540143;"40618"
14.6827314854081;48.4476464879285;499859.474742172402330;506259.029672779783141;"40617"
14.6545323632409;48.5581249092271;497565.690757363394368;518504.491699333826546;"40616"
14.4409860606826;48.5162439800421;481873.069456850644201;513602.808814976713620;"40623"
14.4668457691893;48.3682612337087;484022.399298954813275;497179.767030428396538;"40622"
14.8004633708058;48.4476362407234;508565.864081765350420;506415.388242179178633;"40621"
14.6098554817065;48.3444053517439;494658.261164387513418;494691.905405955796596;"40620"
14.6697417131502;48.3610497921309;499064.085124762437772;496616.495516327850055;"40627"
14.5776718608891;48.5839320149339;491847.938473545655143;521280.014911834266968;"40626"
14.7209797785635;48.4967307722247;502590.738030844251625;511764.996092903253157;"40625"
14.4972271584799;48.3431413871701;486314.430483094067313;494420.630443680332974;"40624"
14.8835622447325;47.539593855202;516720.970211792096961;405617.921190979541279;"61101"
14.914409643448;47.3169482102779;519544.732482507009991;380924.336090787255671;"61107"
14.9244017061039;47.3916405267484;520130.104505111463368;389239.385802033240907;"61106"
14.7604940361007;47.4394756559092;507664.285566445905715;394315.189084217825439;"61105"
15.1339950027721;47.4157174333765;535883.181910902261734;392259.278582609898876;"61111"
15.1664015783895;47.3871058562379;538402.135783134959638;389137.285338868503459;"61110"
14.8233534647318;47.4009318670811;512485.365598927543033;390120.931468852679245;"61109"
15.1060546153106;47.3630899974886;533909.162101950845681;386363.303106635226868;"61108"
14.9780133610001;47.3095109825368;524368.358100418932736;380197.547012081369758;"61115"
15.0344161845057;47.3938453115678;528426.073905253782868;389659.959155812975951;"61114"
15.0270814434125;47.3327199268168;528020.480826868442819;382855.937339671421796;"61113"
14.756633360189;47.5249591870484;507199.536593418219127;403809.198623983713333;"61112"
14.6782804635126;47.4352961827615;501473.966924467706122;393740.384518198959995;"61119"
14.9858964825133;47.4852034642008;524549.552683927933685;399732.566755155799910;"61118"
14.9846514100468;47.3732360210726;524719.771103878621943;387289.044540846662130;"61116"
14.9949142187427;47.439770021842;525336.584216975374147;394698.572514648025390;"61120"
13.8469846765683;46.6113287810491;439391.899214635312092;301419.723775585007388;"20201"
15.0174934748011;48.3915477567069;524749.672414551023394;500506.078389024769422;"32503"
14.9483800189912;48.4868448140178;519413.624885910132434;510990.161760958028026;"32502"
15.3264383241574;48.685251762217;546782.190162346232682;533690.394512672210112;"32501"
15.1567643214737;48.4948278278906;534790.090820306912065;512217.645514823088888;"32506"
15.3937060225873;48.734538007167;551587.854668278945610;539297.682891719043255;"32505"
15.2062970893489;48.7162268395313;537856.883732858696021;536913.851566733676009;"32504"
15.100294035469;48.3632324467581;530950.446255432441831;497494.892445267993025;"32511"
15.1941756150712;48.5400913787751;537433.512913853279315;517314.079310328175779;"32509"
14.9619999833704;48.5742616290932;520216.662617394467816;520728.141658760432620;"32508"
15.2980374162011;48.4199627607539;545436.562287450302392;504151.047610780107789;"32515"
15.2237152909677;48.3882337443478;540023.908265151781961;500488.391846062964760;"32514"
13.6224839834345;47.7083495890065;421748.310619722353294;423254.422531864314806;"40703"
13.637957614072;47.6297310814396;422943.089974649832584;414520.637198933633044;"40702"
14.9581473488797;48.4333592568521;520259.462030314200092;505060.074635187804233;"32519"
13.7389125593073;47.8850377012953;430380.947596947080456;442931.943728675309103;"40701"
15.1999214108278;48.4308674988354;538148.854612986557186;505184.317295936576556;"32518"
15.1508061819055;48.3794192672153;534649.556713071069680;499380.114469909749459;"32517"
13.9657162353756;47.8184896476626;447398.115902058547363;435647.858491979306564;"40707"
14.8670502668806;48.5736210575064;513213.955557716544718;520514.637329084449448;"32516"
13.5587853754907;47.5422651904434;417022.538501330593135;404779.159418957075104;"40706"
15.0514101289476;48.4608204620651;527090.372774707386270;508260.551263240166008;"32523"
13.8151769001634;47.9098987521286;436065.934553786239121;445727.655184978910256;"40705"
15.2409619100138;48.4802159611613;541049.937986114411615;510742.737201397947501;"32522"
13.7628868687158;47.7918779825235;432230.304270387277938;432586.766165441600606;"40704"
15.0575297654001;48.5179244121074;527402.134826800320297;514617.777131995942909;"32521"
13.8422477334867;47.977703579939;438039.862994806084316;453277.204683569085319;"40711"
15.3995513272766;48.6267289382416;552335.929312999127433;527326.011971494765021;"32520"
13.9077420431794;47.9515704233341;442949.299312956398353;450406.320241698937025;"40710"
13.6382020923227;47.5403106298077;423000.100715838954784;404582.106334599782713;"40709"
13.8438295897326;47.9348412582084;438189.054715620528441;448513.672978636226617;"40708"
15.0565461361503;48.6775576581006;526936.551776599138975;532360.683949218597263;"32525"
13.8426520364771;48.0232432705252;438037.037235393829178;458339.374331059632823;"40715"
15.276266902839;48.7334057126607;542955.927765508764423;538949.637228201259859;"32524"
13.750454216225;47.9329208985471;431215.497377210936975;448258.833162190916482;"40714"
13.7786151317172;47.9653576753206;433298.532500006374903;451875.907536227314267;"40713"
15.156318437518;48.6175281912426;534437.610223330324516;525855.317089810385369;"32530"
13.6726052825676;47.5215360937422;425598.331130732898600;402506.083462264970876;"40712"
15.2690120815453;48.5328281748012;542977.178537358064204;516641.561178173287772;"32529"
13.9431018423596;47.9063057815517;445628.936766121187247;445395.105897429690231;"40719"
15.1123727119802;48.4373342368657;531656.740138258086517;505751.370939433923922;"32528"
13.7561904953787;47.8510853133781;431693.166283181286417;439164.927691833581775;"40718"
13.5039277863446;47.7436573668025;412845.722123165265657;427152.837317552592140;"40717"
13.8872859094248;47.9076796863951;441456.433105071482714;445516.728324391646311;"40716"
13.9363593544164;47.9917365626855;445051.677959898079280;454887.029830963234417;"40720"
14.161937924743;47.5125824048845;462448.572895946796052;401786.540646794368513;"61203"
13.7778738341478;47.6044135816598;433471.292224520700984;411757.043498140061274;"61207"
14.3733636589458;47.5956464159404;478244.662206560082268;411208.711419248313177;"61206"
14.6855040181238;47.7342655447658;501441.585431130137295;426973.924363787285984;"61205"
13.7400182993917;47.6441766812056;430602.789283306745347;416161.021455953828990;"61204"
13.8757523640833;47.6327371330881;440806.733160472009331;414951.487945341912564;"61215"
13.8755648190016;47.4567716164301;440928.427511028421577;395394.239508204045705;"61213"
13.7654147697269;47.4060900106224;432656.558625261764973;389709.685369121725671;"61217"
14.2521641114895;47.533952178653;469214.227424432057887;404237.653073641471565;"61222"
13.0817729521942;46.6514263156264;380799.516716615820769;305779.350665852485690;"20302"
12.9760630024216;46.6507696947348;372709.018691162171308;305738.354596309363842;"20307"
13.1662611777062;46.6395923285507;387262.694784499937668;304446.484381610818673;"20306"
13.3602430446084;46.6139106460881;402112.730408693721984;301578.314791629731189;"20305"
13.6610482286326;47.422684434015;424774.182026389054954;391515.787802603328601;"61236"
14.3148620649199;47.5506797619456;473909.732853673049249;406154.225039712269790;"61243"
14.4730586877419;47.4885330079113;485913.365811785275582;399409.775872410100419;"61247"
15.015102265123;47.6881426781064;526262.056244940496981;422330.215079639456235;"61251"
13.5186797366609;46.612379092428;414247.140317496436182;301424.243901807174552;"20316"
12.7945056985838;46.6707923310899;358829.599526803591289;308044.214150441403035;"20321"
13.9496042011665;47.5601648548935;446418.658980572537985;406926.813192458997946;"61255"
13.277383294598;46.6783210441829;395772.245781967067160;308738.261637853516731;"20320"
13.8223788238678;47.4150127177547;436948.379825421900023;390726.677940799621865;"61254"
14.4941019915066;47.5803669597616;487346.382344680314418;409638.879961767001078;"61253"
14.1523195616354;47.5720199285015;461654.952162091969512;408384.679370593803469;"61252"
14.2528277780453;47.5725906560433;469213.513346419320442;408532.407623110048007;"61259"
14.783350431245;47.6481625844614;508955.498263226356357;417537.439758101303596;"61258"
14.1117428323377;47.4626087713768;458724.498239944921806;396193.624694320023991;"61257"
14.5685214120958;47.4827741909217;493114.361043262237217;398879.445486474607605;"61256"
14.3692740033103;47.4999653797682;478078.619315296469722;400571.119532020878978;"61263"
14.0020310446911;47.4542295916103;450463.634666412719525;395185.665550992591307;"61262"
13.9616490474136;47.4732997719532;447402.518841761688236;397279.815911175275687;"61261"
13.8808939330916;47.4022736607826;441372.596544752013870;389340.156333014834672;"61260"
14.0684881439698;47.5464993470615;455376.575070064805914;405485.490335970709566;"61267"
13.9674255409141;47.3726969098363;447928.649333805020433;386102.469840618548915;"61266"
13.9123365400382;48.2357100204224;443058.140031087852549;481993.279481254983693;"40802"
13.6682437941915;47.3765100351659;425338.870148484769743;386386.217675315157976;"61265"
13.7421633508024;48.182941513682;430450.944225781888235;476047.419480061507784;"40801"
14.5928987881294;47.6878620590692;494582.120320687710773;421700.476050872704946;"61264"
13.6433020550712;48.1532692791301;423114.552736215468030;472715.225581517908722;"40807"
13.7273115407464;48.1451025962784;429368.028772923222277;471835.485715617891401;"40806"
13.8100184897469;48.2055449260549;435479.999764037260320;478588.649984515330289;"40805"
13.8128474145145;48.3992284721375;435558.102376029768493;500121.346315016329754;"40804"
13.7235109084269;48.223101364168;429042.050450999930035;480504.677043526782654;"40811"
13.8153970991461;48.3626605769358;435771.934181075019296;496057.193461847957224;"40810"
13.6366837409685;48.1821552960603;422609.837313998257741;475924.363693557912484;"40809"
13.83058760224;48.2343595186069;436988.061663247062825;481801.321820759912953;"40808"
13.8242704137438;48.2888440753808;436480.852660821634345;487855.183853458263911;"40815"
13.7942537890475;48.174785061304;434328.718785278964788;475162.262106630776543;"40814"
13.8483140626235;48.1825405868036;438342.517048003908712;476049.481368295848370;"40813"
13.6967585547468;48.286556957928;427022.054212028277107;487549.257669488841202;"40812"
13.7297594136503;48.2734656785018;429477.844336634618230;486105.816443497256842;"40818"
13.7739256646967;48.4077478500267;432671.352908572414890;501051.514725806890056;"40817"
13.734760310721;48.4137716937346;429768.939172579557635;501705.604096266732085;"40816"
13.6691134919727;48.2158343831809;425004.688659470179118;479678.108391089597717;"40823"
13.613674361718;48.2280214695493;420881.053967178391758;481016.711151109542698;"40822"
13.8637225269177;48.2624899787243;439427.641018308349885;484944.629842246649787;"40821"
13.7710387271584;48.2797192651639;432537.335009982401971;486817.343310735828709;"40820"
13.8684585010324;48.2234373513127;439808.917527578363661;480605.753266315325163;"40827"
13.8783455480205;48.2860244541546;440494.792753043584526;487568.336476493626833;"40826"
13.7817297002695;48.2214858828658;433367.753419541520998;480348.275304994138423;"40825"
13.8646750938463;48.3937508849867;439399.081426006101537;499537.213073820050340;"40824"
13.8643361672921;48.3341453219472;439419.035812144924421;492910.668710867583286;"40831"
13.8011891826523;48.2527008901043;434792.535101608489640;483826.765455890388694;"40830"
13.7306157793552;48.2504860673415;429554.366649589152075;483551.570158244518097;"40829"
13.7340911133564;48.3483424932367;429756.668923083518166;494431.432858645624947;"40828"
13.763876256305;48.3331919790018;431973.138421683572233;492758.876270682318136;"40835"
13.6639172058109;48.2423543249811;424606.198319753399119;482624.575342969095800;"40834"
13.6932594722532;48.1807072438789;426816.535491418442689;475781.195034094329458;"40833"
13.9568783142078;48.2285867182479;446372.313870291342027;481226.909067200147547;"40832"
14.176587378353;46.4967650138067;464772.799956348550040;288907.315991137234960;"20403"
14.3996847877886;46.5890634403093;481754.603065347357187;299374.261667706945445;"20402"
14.2775495496409;46.4965440535243;472521.786212880047970;288971.615343196084723;"20405"
14.4722805680476;46.6097308612284;487282.854913035058416;301749.726673739845864;"20409"
14.2145150362682;46.6346383878119;467510.474487556261010;304261.833048774977215;"20415"
14.237818023662;46.5649648813736;469384.208752750011627;296539.279113707540091;"20414"
14.1794199475686;46.5894017835713;464878.455222524644341;299204.774386183475144;"20412"
14.1685287403917;46.6090272895684;464020.641623286763206;301376.828672061092220;"20419"
14.3425700772737;46.6888960182957;477235.063644001842476;310410.388026687549427;"20418"
14.3133905180015;46.5674699322719;475173.363929558545351;296887.713221599580720;"20417"
14.1425262460289;46.5498677322066;462097.383731161360629;294781.175693116907496;"20416"
16.3640017556344;48.208017543157;625197.240618039737456;483139.224368896568194;"90001"
14.1839654849966;46.6662431941526;465133.530880958773196;307748.185038233932573;"20421"
14.4712055553408;46.6621041535546;487115.496947138162795;307568.648007222334854;"20425"
14.1560154634356;46.6378009940223;463028.523112645721994;304564.361162402143236;"20424"
14.42262559195;46.5346564712779;483596.744821462547407;293352.360254525323398;"20428"
14.0931632715042;46.6480052325626;458206.275229364691768;305649.576834965962917;"20435"
14.0998154740521;46.5909903782197;458777.672881682345178;299318.248720372503158;"20432"
14.1561734497506;47.7069357756562;461786.548237625684123;423382.350593074457720;"40903"
14.2264446584037;47.9342253868171;466768.680847528215963;448702.332463026628830;"40902"
14.3588472864085;47.7075843278621;476989.636253374745138;423634.730897142959293;"40901"
14.1339814495238;48.056408885948;459722.865428835561033;462208.184847205819096;"40907"
14.118848230275;47.8002340454285;458882.000438230868895;433723.014790657616686;"40906"
14.416540112511;46.6795396507461;482906.142688213905785;309446.597284560848493;"20442"
14.1218431947131;47.9012643631084;458992.723165782808792;444954.479253843252081;"40905"
14.3761154542622;46.4491785358519;480156.937895821873099;283804.266849932435434;"20441"
14.0822412668975;47.9254249247769;456007.049536717822775;447610.733497618348338;"40904"
14.1648094956041;47.928435315483;462171.838086774921976;448007.845776499190833;"40911"
14.1592284653058;47.970389137297;461705.526668400503695;452666.560835308628157;"40910"
14.280249013472;47.8702301164563;470873.878608386381529;441636.959127329813782;"40909"
14.1410272184966;47.8822754348214;460448.414420844113920;442858.577358148992062;"40908"
14.2895450971947;47.7279252917421;471763.152196916402318;425829.318943636899348;"40915"
14.4166470887696;47.7267973910947;481295.778676299902145;425828.716583317902405;"40914"
14.0726957085404;48.0230324012941;455191.082548480655532;458453.159305609820876;"40913"
14.0181544374682;47.9606654533311;451184.939540113497060;451483.760851899569388;"40912"
14.0347494934565;47.8958434722864;452488.655611885362305;444289.770565929997247;"40919"
